"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Electronic Circuits I","Course Total","117","3.188","39.3","13.7","23.1","6.8","12.0","3.4","1.7",".",".",".",".",".",".",".",".","."
"Electronic Circuits II","342
001","53","3.500","41.5","30.2","15.1","13.2",".",".",".",".",".",".",".",".",".",".",".","."
"","352
001","91","3.236","25.3","27.5","25.3","17.6","3.3",".","1.1",".",".",".",".",".",".",".",".","."
"","352
002","44","3.409","29.5","36.4","22.7","9.1","2.3",".",".",".",".",".",".",".",".",".",".","."
"Digital System Fundamentals","Course Total","135","3.293","26.7","30.4","24.4","14.8","3.0",".","0.7",".",".",".",".",".",".",".",".","."
"Intro to Microprocessor Sys","353
001","78","3.378","41.0","21.8","16.7","12.8","7.7",".",".",".",".",".",".",".",".",".",".","."
"","354
001","53","3.000","15.1","15.1","41.5","15.1","7.5","3.8",".",".",".",".",".",".","1.9",".",".","."
"","354
002","37","3.108","13.5","27.0","35.1","16.2","8.1",".",".",".",".",".",".",".",".",".",".","."
"Machine Organizatn&Progrmng","Course Total","90","3.045","14.4","20.0","38.9","15.6","7.8","2.2",".",".",".",".",".",".","1.1",".",".","."
"","370
001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
002","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","370
005","17","3.912","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Laboratory","Course Total","60","3.975","96.7","1.7","1.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electricl&Electronc Circuit","376
001","144","3.108","22.9","24.3","23.6","16.7","9.0","3.5",".",".",".",".",".",".",".",".",".","."
"Topics-Elect&Computer Engr","379
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
012","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
013","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
014","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
051","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
052","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
056","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
095","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
116","11","3.917","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","399
117","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","399
148","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","40","3.971","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
411","37","3.378","40.5","29.7","18.9","2.7","2.7","2.7","2.7",".",".",".",".",".",".",".",".","."
"","411
003","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Electric Drive Sys","Course Total","50","3.490","46.0","32.0","14.0","2.0","2.0","2.0","2.0",".",".",".",".",".",".",".",".","."
"","001
427","47","3.585","42.6","34.0","21.3","2.1",".",".",".",".",".",".",".",".",".",".",".","."
"","427
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Power Systems","Course Total","55","3.645","50.9","29.1","18.2","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Signal Processing","001
431","33","3.424","36.4","24.2","27.3","12.1",".",".",".",".",".",".",".",".",".",".",".","."
