"L&S","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"ITALIAN
Dept. Total
508","268","3.639","58.2","16.8","12.3","6.0","0.7","0.7","",".","3.7","",".",".","",".","0.4","1.1",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"508
ITALIAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","52","3.469","51.9","17.3","11.5","15.4","1.9","1.9","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","74","3.623","59.5","18.9","13.5","6.8",".","1.4","",".",".","",".",".","",".",".",".",".",".","."
"Junior","54","3.656","53.7","25.9","14.8","3.7",".",".","",".",".","",".",".","",".",".","1.9",".",".","."
"Senior","56","3.789","76.8","10.7","8.9","1.8","1.8",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","236","3.632","60.6","18.2","12.3","6.8","0.8","0.8","",".",".","",".",".","",".",".","0.4",".",".","."
"Special","3","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","28","3.716","39.3","3.6","14.3",".",".",".","",".","32.1","",".",".","",".","3.6","7.1",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","268","3.639","58.2","16.8","12.3","6.0","0.7","0.7","",".","3.7","",".",".","",".","0.4","1.1",".",".","."
