"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","3548","3.691","59.1","15.3","11.4","4.3","1.6","0.2","0.1","2.1","",".","5.2","0.0","0.1","0.4","0.0","0.0","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","31","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","19","3.921","84.2","15.8",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","30","3.831","83.3","6.7","6.7",".","3.3",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","85","3.687","68.2","12.9","11.8","2.4","3.5",".",".",".","",".",".",".",".",".","1.2",".","."
"Undergraduates","","165","3.783","78.8","9.7","7.3","1.2","2.4",".",".",".","",".",".",".",".",".","0.6",".","."
"Special","","65","3.871","67.7","9.2","7.7",".",".",".",".","9.2","",".",".",".",".","6.2",".",".","."
"Graduate","","491","3.853","57.4","10.2","3.1","0.4","0.4","0.2",".","14.1","",".","12.8",".","1.0","0.2",".","0.2","."
"Prof Yr 1","","725","3.538","55.3","18.9","15.3","6.3","2.6","0.4",".",".","",".",".",".",".","1.0",".",".","0.1"
"Prof Yr 2","","1038","3.554","47.3","17.0","13.5","7.6","2.0","0.3","0.4",".","",".","11.8","0.1",".","0.1",".",".","."
"Prof Yr 3","","813","3.673","64.2","17.6","14.0","2.7","1.1",".","0.1",".","",".",".",".",".","0.2",".",".","."
"Prof Yr 4","","251","3.925","90.4","6.0","2.8",".","0.8",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","2827","3.666","58.0","16.7","13.2","5.2","1.8","0.2","0.2",".","",".","4.3","0.0",".","0.4",".",".","0.0"
"","College Total","3548","3.691","59.1","15.3","11.4","4.3","1.6","0.2","0.1","2.1","",".","5.2","0.0","0.1","0.4","0.0","0.0","0.0"
