"","990
040","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
042","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","13","",".",".",".",".",".",".",".","30.8","",".",".","",".","69.2",".",".",".","."
"Independent Reading","999
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"COUN PSY
270","Dept. Total","1848","3.831","79.1","7.1","4.2","1.4","1.1","0.9","1.1","0.4","",".","1.4","",".","0.5","0.5","0.3","1.9","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","746","3.677","74.1","8.6","6.0","1.7","1.9","1.9","2.1",".","",".",".","",".",".","0.4","0.4","2.8","."
"Sophomore","","446","3.871","84.1","8.1","3.6","1.3","0.7","0.2","0.4",".","",".",".","",".",".",".","0.4","1.1","."
"Junior","","223","3.847","84.8","6.3","4.5","1.8","1.3",".","0.9",".","",".",".","",".",".",".",".","0.4","."
"Senior","","180","3.867","86.1","7.2","3.3","1.1","0.6","0.6","0.6",".","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","1595","3.802","79.7","8.0","4.8","1.6","1.3","1.0","1.3",".","",".",".","",".",".","0.3","0.3","1.7","."
"Special","","11","4.000","63.6",".",".",".",".",".",".","36.4","",".",".","",".",".",".",".",".","."
"Graduate","","235","3.988","74.5","1.7",".",".",".",".",".","1.7","",".","11.1","",".","3.8","2.6",".","3.4","1.3"
"Prof Yr 1","","8","3.875","87.5",".","12.5",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","8","3.875","87.5",".","12.5",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1849","3.831","79.0","7.1","4.2","1.4","1.1","0.9","1.1","0.4","",".","1.4","",".","0.5","0.5","0.3","1.9","0.2"
