"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","343
001","322","3.011","31.4","6.8","24.2","12.7","23.0","1.2","0.6",".",".",".",".",".",".",".",".","."
"","343
002","209","2.995","24.9","14.8","25.8","9.1","21.1","2.9","0.5",".",".",".",".",".","1.0",".",".","."
"","003
343","164","2.874","26.2","12.2","18.9","10.4","25.0","5.5","1.2",".",".",".",".",".",".",".",".","0.6"
"","343
004","72","3.722","70.8","11.1","13.9","2.8",".","1.4",".",".",".",".",".",".",".",".",".","."
"","343
005","259","2.927","24.7","13.9","26.6","9.3","19.7","2.7","3.1",".",".",".",".",".",".",".",".","."
"","343
006","164","2.866","23.8","8.5","33.5","7.3","19.5","3.7","3.7",".",".",".",".",".",".",".",".","."
"Organic Chemistry I","Course Total","1190","2.994","29.4","11.0","25.0","9.7","20.3","2.8","1.6",".",".",".",".",".","0.2",".",".","0.1"
"","344
001","17","3.118","23.5","5.9","47.1","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","002
344","14","3.143","21.4","14.3","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","003
344","18","3.306","33.3","22.2","22.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".","."
"","344
004","15","3.167","33.3","6.7","26.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","344
005","16","3.406","43.8","12.5","25.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
006","16","3.156","25.0","6.3","50.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
007","16","3.219","31.3",".","50.0","18.8",".",".",".",".",".",".",".",".",".",".",".","."
"","344
008","17","3.353","41.2","17.6","11.8","29.4",".",".",".",".",".",".",".",".",".",".",".","."
"","009
344","12","3.125","25.0",".","58.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","344
011","15","3.533","60.0",".","26.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","344
012","17","3.382","52.9",".","23.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"","013
344","16","3.156","31.3","6.3","31.3","25.0","6.3",".",".",".",".",".",".",".",".",".",".","."
"","344
014","17","3.235","35.3","17.6","23.5","5.9","17.6",".",".",".",".",".",".",".",".",".",".","."
"","344
015","15","2.733","20.0",".","26.7","40.0","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","344
016","15","3.200","20.0","20.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
017","16","3.250","37.5","25.0","12.5","12.5","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","344
018","16","3.094","6.3","31.3","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","344
019","14","3.143","21.4","7.1","50.0","21.4",".",".",".",".",".",".",".",".",".",".",".","."
"","344
021","17","3.235","35.3",".","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"","022
344","16","3.233","37.5",".","31.3","18.8","6.3",".",".",".",".",".",".",".","6.3",".",".","."
"","344
023","16","3.094","12.5","25.0","37.5","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","024
344","14","3.107","21.4","14.3","42.9","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
025","13","3.231","30.8","7.7","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","344
026","14","3.107","21.4","21.4","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"","344
031","17","3.235","23.5","11.8","58.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","344
032","11","3.318","36.4","9.1","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry Lab","Course Total","400","3.206","30.3","11.0","35.3","17.5","5.3","0.3","0.3",".",".",".",".",".","0.3",".",".","."
"","001
345","198","2.891","24.2","12.1","26.3","10.6","20.7","3.0","3.0",".",".",".",".",".",".",".",".","."
"","002
345","277","2.763","24.5","2.9","24.9","5.1","36.8","4.0","0.7",".",".",".",".",".","1.1",".",".","."
"Organic Chemistry II","Course Total","475","2.817","24.4","6.7","25.5","7.4","30.1","3.6","1.7",".",".",".",".",".","0.6",".",".","."
"Intmed Organic Chem Lab","346
002","15","3.267","33.3","6.7","46.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"Intermed Topics in Chemistry","375
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Polymeric Materials","421
001","11","3.364","27.3","36.4","18.2","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Organic Chemistry","547
001","25","3.620","64.0","20.0","8.0",".","4.0","4.0",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry","561
001","28","3.407","42.9","21.4","14.3","14.3",".","3.6",".","3.6",".",".",".",".",".",".",".","."
