"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE LITERATURE","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro Pre-Modern Literature","201
002","","27","3.852","77.8","14.8","7.4",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","203
001","","17","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","203
002","","24","3.604","41.7","41.7","12.5","4.2",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","203
003","","25","3.620","56.0","36.0",".",".","4.0","4.0","",".",".",".","",".",".","",".","",".","",".",".","."
"Intro Cross-Cultrl Lit Form","Course Total","","66","3.712","62.1","28.8","4.5","1.5","1.5","1.5","",".",".","",".",".","",".","",".","",".",".",".","."
"Research and Thesis","990
022","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"COMP LIT
260","Dept. Total","","94","3.753","66.0","24.5","5.3","1.1","1.1","1.1","",".","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","20","3.750","85.0","5.0",".","5.0",".","5.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","50","3.720","58.0","32.0","8.0",".","2.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.824","70.6","23.5","5.9",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.833","66.7","33.3",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","93","3.753","66.7","24.7","5.4","1.1","1.1","1.1","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.753","66.0","24.5","5.3","1.1","1.1","1.1","",".","1.1","",".",".","",".","",".","",".",".",".","."
