"","990
032","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
033","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Thesis-Research","Course Total","52","",".",".",".",".",".",".",".","90.4","",".",".","",".","9.6",".",".",".","."
"CBE
220","Dept. Total","1117","3.340","37.6","17.9","18.8","7.7","5.1","1.4","0.2","10.2","",".",".","",".","0.4","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","52","3.529","48.1","30.8","13.5","1.9","1.9","3.8",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","64","3.185","54.7","18.8","9.4","1.6","12.5","3.1",".",".","",".",".","",".",".",".",".",".","."
"Junior","","132","3.066","31.8","11.4","26.5","12.9","12.1","4.5",".",".","",".",".","",".",".","0.8",".",".","."
"Senior","","629","3.351","40.5","19.7","22.7","9.9","4.9","1.0","0.3",".","",".",".","",".",".","1.0",".",".","."
"Undergraduates","","877","3.299","40.7","19.0","21.8","9.2","6.4","1.8","0.2",".","",".",".","",".",".","0.8",".",".","."
"Special","","13","2.986","15.4","23.1","23.1","30.8","7.7",".",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","247","3.693","30.8","12.1","6.5","0.4",".",".",".","48.2","",".",".","",".","2.0",".",".",".","."
"","Dept. Total","1137","3.340","38.3","17.6","18.5","7.6","5.0","1.4","0.2","10.5","",".",".","",".","0.4","0.6",".",".","."
