"TERM : 1232","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Fall 2022-2023","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","",""
"INTEGRATED ARTS","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","",""
"The Studio Seminar","110
001
46","3.946","91.3","6.5","2.2",".",".",".",".",".",".",".",".",".",".",".",".   
."
"Intro to Arts Entrepreneurship","632
001
1","***","","","","","","","","","",".",".",".",".",".",".   
."
"INTEGART
495","47
Dept. Total","3.918","89.4","8.5","2.1",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"495
INTEGART","","","","","","","","","","","","","","","","",""
"Freshmen","32","3.953","93.8","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Sophomore","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Junior","5","***","","","","","","","","","",".",".",".",".",".",".  
."
"Undergraduates","47","3.918","89.4","8.5","2.1",".",".",".",".",".",".",".",".",".",".",".",".  
."
"","Dept. Total
47","3.918","89.4","8.5","2.1",".",".",".",".",".",".",".",".",".",".",".",".  
."
"January 05, 2023","","","","","","","","","","","","","","","","","Page 101 of 467"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"","** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","",""
"","*** Please note: The Law School uses a non-standard grade scale. Some of these grades cannot be mapped to our standard A/B, BC grading scale and are therefore excluded from this report..","","","","","","","","","","","","","","","",""
