"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","2437","3.628","48.8","19.3","9.2","2.9","0.9","0.1","",".","1.4","",".","16.1","0.0","0.9","0.1","0.0",".","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","74","3.685","63.5","23.0","5.4","1.4","4.1","1.4","",".",".","",".",".",".",".",".","1.4",".","."
"Sophomore","","40","3.797","80.0","12.5","2.5","2.5",".","2.5","",".",".","",".",".",".",".",".",".",".","."
"Junior","","498","3.559","40.8","23.7","11.2","5.4","1.0","0.2","",".",".","",".","17.7",".",".",".",".",".","."
"Senior","","1356","3.547","41.5","19.3","10.9","3.0","1.0",".","",".",".","",".","22.4","0.1","1.5",".",".",".","."
"Undergraduates","","1968","3.559","42.9","20.4","10.6","3.6","1.1","0.2","",".",".","",".","19.9","0.1","1.0",".","0.1",".","."
"Special","","20","3.632","60.0","30.0",".","5.0","5.0",".","",".",".","",".",".",".",".",".",".",".","."
"Graduate","","448","3.884","74.1","13.8","3.3",".",".",".","",".","7.4","",".",".",".","0.4","0.7",".",".","0.2"
"Prof Yr 2","","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"","College Total","2437","3.628","48.8","19.3","9.2","2.9","0.9","0.1","",".","1.4","",".","16.1","0.0","0.9","0.1","0.0",".","0.0"
