"","999
061","12","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
069","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","27","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"CIV ENGR
240","Dept. Total","1161","3.547","48.9","19.4","16.0","4.1","2.8","0.4","0.1","6.0","",".","0.1","",".","1.5","0.3","0.1","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","***","","","","","","","","","","",".","",".",".",".","25.0",".","."
"Sophomore","","35","3.477","42.9","25.7","22.9","2.9","5.7",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","144","3.416","41.7","22.2","22.2","7.6","4.2","1.4",".",".","",".",".","",".",".",".",".","0.7","."
"Senior","","595","3.516","48.1","22.7","19.3","5.2","3.5","0.3","0.2",".","",".",".","",".",".","0.3",".","0.3","."
"Undergraduates","","778","3.494","46.4","22.8","20.1","5.7","3.7","0.5","0.1",".","",".",".","",".",".","0.3","0.1","0.4","."
"Special","","11","3.740","45.5","18.2","9.1",".",".",".",".","27.3","",".",".","",".",".",".",".",".","."
"Graduate","","372","3.718","54.3","12.4","7.8","1.1","1.1","0.3",".","18.0","",".","0.3","",".","4.6","0.3",".",".","."
"","Dept. Total","1161","3.547","48.9","19.4","16.0","4.1","2.8","0.4","0.1","6.0","",".","0.1","",".","1.5","0.3","0.1","0.3","."
