"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","28","2.875","21.4","3.6","32.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".","."
"","100
002","34","3.235","44.1","8.8","17.6","8.8","20.6",".",".",".",".",".",".",".",".",".",".","."
"","100
003","35","3.162","25.7","20.0","28.6","5.7","17.1",".",".",".",".",".",".",".","2.9",".",".","."
"","100
004","34","3.147","26.5","17.6","26.5","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"","005
100","33","3.015","21.2","21.2","18.2","18.2","21.2",".",".",".",".",".",".",".",".",".",".","."
"","100
006","34","2.706","11.8","11.8","23.5","23.5","26.5",".","2.9",".",".",".",".",".",".",".",".","."
"","100
007","36","3.069","38.9","8.3","11.1","22.2","16.7",".","2.8",".",".",".",".",".",".",".",".","."
"","008
100","36","3.167","38.9","11.1","13.9","22.2","11.1","2.8",".",".",".",".",".",".",".",".",".","."
"","100
009","36","3.071","30.6","13.9","16.7","16.7","16.7","2.8",".",".",".",".",".",".","2.8",".",".","."
"","100
010","35","3.086","31.4","11.4","25.7","17.1","11.4",".","2.9",".",".",".",".",".",".",".",".","."
"","100
012","32","2.922","31.3","12.5","12.5","21.9","12.5","6.3","3.1",".",".",".",".",".",".",".",".","."
"","100
013","35","3.029","22.9","14.3","25.7","20.0","17.1",".",".",".",".",".",".",".",".",".",".","."
"","100
015","31","2.774","16.1","9.7","16.1","29.0","29.0",".",".",".",".",".",".",".",".",".",".","."
"","100
016","35","3.057","28.6","2.9","37.1","14.3","17.1",".",".",".",".",".",".",".",".",".",".","."
"","100
018","35","2.700","22.9","5.7","17.1","14.3","34.3","2.9","2.9",".",".",".",".",".",".",".",".","."
"","100
019","36","3.028","30.6","13.9","25.0","8.3","16.7","2.8","2.8",".",".",".",".",".",".",".",".","."
"","100
100","21","3.025","33.3","19.0","19.0","4.8","9.5",".","9.5",".",".",".",".",".",".",".",".","4.8"
"Intro Financial Accounting","Course Total","566","3.007","28.1","12.0","21.6","16.6","18.7","1.1","1.4",".",".",".",".",".","0.4",".",".","0.2"
"","001
211","34","3.136","23.5","14.7","38.2","5.9","14.7",".",".",".",".",".",".",".","2.9",".",".","."
"","211
002","37","3.122","29.7","8.1","35.1","10.8","16.2",".",".",".",".",".",".",".",".",".",".","."
"","211
003","33","2.894","12.1","3.0","57.6","12.1","12.1","3.0",".",".",".",".",".",".",".",".",".","."
"","211
004","37","3.203","24.3","8.1","56.8","5.4","5.4",".",".",".",".",".",".",".",".",".",".","."
"","211
005","40","3.150","37.5","2.5","35.0","12.5","10.0",".","2.5",".",".",".",".",".",".",".",".","."
"","006
211","29","3.017","20.7","10.3","37.9","13.8","17.2",".",".",".",".",".",".",".",".",".",".","."
"","211
007","39","3.141","25.6","10.3","46.2","2.6","15.4",".",".",".",".",".",".",".",".",".",".","."
"","211
008","36","2.903","19.4","5.6","41.7","8.3","22.2","2.8",".",".",".",".",".",".",".",".",".","."
"","211
009","34","3.015","14.7","8.8","55.9","5.9","14.7",".",".",".",".",".",".",".",".",".",".","."
"","010
211","36","3.139","27.8","11.1","38.9","5.6","16.7",".",".",".",".",".",".",".",".",".",".","."
"","211
011","34","2.750","14.7","2.9","47.1","5.9","20.6","8.8",".",".",".",".",".",".",".",".",".","."
"","100
211","15","2.833","13.3",".","53.3","6.7","26.7",".",".",".",".",".",".",".",".",".",".","."
"","211
150","14","3.192","28.6","21.4","35.7",".",".",".","7.1",".",".",".",".",".","7.1",".",".","."
"Intro Managerial Accounting","Course Total","418","3.044","23.0","7.9","44.5","7.7","14.8","1.2","0.5",".",".",".",".",".","0.5",".",".","."
"","300
001","151","3.308","29.8","35.1","14.6","14.6","4.0","0.7","1.3",".",".",".",".",".",".",".",".","."
"","300
002","45","3.322","24.4","33.3","26.7","13.3","2.2",".",".",".",".",".",".",".",".",".",".","."
"","300
003","35","3.200","22.9","31.4","25.7","14.3","2.9",".","2.9",".",".",".",".",".",".",".",".","."
"","300
004","42","3.452","28.6","45.2","16.7","7.1","2.4",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","273","3.319","27.8","35.9","18.3","13.2","3.3","0.4","1.1",".",".",".",".",".",".",".",".","."
"","301
001","41","3.415","34.1","36.6","17.1","2.4","9.8",".",".",".",".",".",".",".",".",".",".","."
"","301
002","36","3.236","22.2","27.8","27.8","19.4","2.8",".",".",".",".",".",".",".",".",".",".","."
"","301
003","38","3.303","23.7","26.3","36.8","13.2",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","41","3.244","19.5","22.0","48.8","7.3","2.4",".",".",".",".",".",".",".",".",".",".","."
"","005
301","37","3.311","27.0","18.9","43.2","10.8",".",".",".",".",".",".",".",".",".",".",".","."
"","301
006","41","3.232","26.8","14.6","48.8","2.4","4.9","2.4",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 51 of 467"
