"MED SC-M","","","","","","","","","","","","","","","","","",""
"","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","","#Type!","#Typ","#Typ","#Typ","#Typ","#Typ","#Typ","#Typ","#Typ","#Typ","","","","","","",""
"","","","e!","e!","e!","e!
e!","e!","e!","e!
e!","e!","e!","","","","","","",""
"Senior","1","***","","","","","","","","","","100.0",".",".",".",".",".","."
"Undergraduates","1","***","","","","","","","","","","100.0",".",".",".",".",".","."
"Special","1","***","","","","","","","","","","100.0",".",".",".",".",".","."
"Prof Yr 1","191","",".",".",".",".",".",".",".","91.6",".","7.3",".",".",".",".",".","1.0"
"Prof Yr 2","364","",".",".",".",".",".",".",".","94.8","0.3","2.5",".",".","0.3",".",".","2.2"
"Prof Yr 3","157","",".",".",".",".",".",".",".","93.6",".","0.6",".",".","0.6",".",".","5.1"
"Prof Yr 4","79","",".",".",".",".",".",".",".","98.7",".",".",".",".",".",".",".","1.3"
"Professionals","791","",".",".",".",".",".",".",".","94.2","0.1","3.0",".",".","0.3",".",".","2.4"
