"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"","CURRICULUM AND INSTRUCTIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Crit Aspects Teach, Schl, Educ","240","001","44","3.920","90.9","4.5","2.3","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"Videogames & Learning","277","001","179","3.908","88.8","7.3","1.1","2.2","0.6",".",".",".",".",".",".",".",".",".",".","."
"Globalizing Education","292","001","20","3.850","75.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","305","001","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Language Acquisition and Use","311","001","50","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Issues","312","001","99","3.904","85.9","10.1","3.0","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg & Wrtg in Early Childhood","315","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ESL/Bilingual Methods","316","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Reading and Writing","318","001","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319","001","28","3.963","89.3","7.1",".",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"","319","002","25","3.896","80.0","12.0","4.0",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","319","003","27","3.741","63.0","25.9","7.4","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","319","004","25","3.800","64.0","32.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"PCK for Teaching Elem Math 1","","Course Total","105","3.850","74.3","19.0","3.8","1.0",".",".",".","1.0",".",".",".",".","1.0",".",".","."
"Mthds Young Eng Learners","327","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Arts Integration","328","001","17","3.967","82.4","5.9",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Education Outside School","331","001","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"Cult Fndtns-Lrng & Dev","339","001","81","3.920","92.6","6.2",".",".",".",".","1.2",".",".",".",".",".",".",".",".","."
"","357","001","19","3.789","68.4","21.1","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","357","002","18","3.778","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","357","003","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Game Design I","","Course Total","56","3.813","67.9","26.8","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359","001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tching Math in Inclusive Set","365","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The Teaching of Language Arts","369","003","23","4.000","95.7",".",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Teaching Mathematics","370","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371","001","24","3.848","83.3",".","8.3","4.2",".",".",".",".",".",".",".",".","4.2",".",".","."
"","371","002","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","371","003","23","3.955","87.0","8.7",".",".",".",".",".",".",".",".",".",".","4.3",".",".","."
"Teaching Social Studies","","Course Total","67","3.923","88.1","4.5","3.0","1.5",".",".",".",".",".",".",".",".","3.0",".",".","."
"","372","001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372","002","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching Science","","Course Total","44","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","373","001","24","",".",".",".",".",".",".",".",".",".","95.8",".",".",".",".",".","."
"","373","002","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373","003","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","373","004","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Elem Teaching Practicum III","","Course Total","91","",".",".",".",".",".",".",".",".",".","98.9",".",".",".",".",".","."
"Teaching Science-Sec Schl","390","001","19","4.000","89.5",".",".",".",".",".",".",".",".",".",".",".","10.5",".",".","."
"Teach Secondary Schl Math I","393","001","11","4.000","81.8",".",".",".",".",".",".",".",".",".",".",".","18.2",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 87 of 467"
