"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"HIST SCI
456","Dept. Total","573","3.740","66.0","15.4","3.7","1.9","1.0","",".","1.7","8.6","",".",".","",".","0.3","1.2","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","172","3.701","67.4","21.5","4.1","1.2","1.7","",".","2.3",".","",".",".","",".",".","1.2","0.6",".","."
"Sophomore","","191","3.812","78.5","14.7","2.6","1.6","1.0","",".","1.0",".","",".",".","",".",".","0.5",".",".","."
"Junior","","78","3.719","70.5","15.4","7.7","3.8",".","",".","1.3",".","",".",".","",".",".","1.3",".",".","."
"Senior","","53","3.591","64.2","18.9","5.7","5.7","1.9","",".","3.8",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","494","3.736","71.9","17.6","4.3","2.2","1.2","",".","1.8",".","",".",".","",".",".","0.8","0.2",".","."
"Special","","46","2.667","4.3",".",".",".",".","",".","2.2","93.5","",".",".","",".",".",".",".",".","."
"Graduate","","33","3.977","63.6","3.0",".",".",".","",".",".","18.2","",".",".","",".","6.1","9.1",".",".","."
"","Dept. Total","573","3.740","66.0","15.4","3.7","1.9","1.0","",".","1.7","8.6","",".",".","",".","0.3","1.2","0.2",".","."
