"","990
094","3","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
095","4","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","2","***","","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","62","",".",".",".",".","",".","",".","",".","45.2","",".",".","",".","41.9","4.8",".","8.1","."
"MED PHYS
621","Dept. Total","346","3.710","58.7","11.8","8.7","1.2","",".","",".","",".","9.2","",".",".","",".","7.5","0.9",".","2.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","5","***","","","","","","","","","","","","","",".","",".",".",".",".","20.0","."
"Senior","","22","3.579","54.5","18.2","13.6","9.1","",".","",".","",".",".","",".",".","",".",".",".",".","4.5","."
"Undergraduates","","30","3.671","63.3","13.3","10.0","6.7","",".","",".","",".",".","",".",".","",".",".",".",".","6.7","."
"Special","","6","4.000","83.3",".",".",".","",".","",".","",".","16.7","",".",".","",".",".",".",".",".","."
"Graduate","","308","3.710","58.1","12.0","8.8","0.6","",".","",".","",".","9.4","",".",".","",".","8.4","1.0",".","1.6","."
"Prof Yr 3","","1","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","346","3.710","58.7","11.8","8.7","1.2","",".","",".","",".","9.2","",".",".","",".","7.5","0.9",".","2.0","."
