"","999
062","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
073","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
084","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
096","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Diss/DMA Project","Course Total","25","",".",".",".",".",".",".",".","84.0","",".",".","",".","8.0","4.0",".","4.0","."
"MUSIC
660","Dept. Total","4160","3.761","85.3","5.0","3.7","1.4","1.6","0.8","0.9","0.9","",".","0.1","",".","0.0","0.1","0.0","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","509","3.591","75.8","5.9","10.8","1.4","3.5","1.0","1.2",".","",".",".","",".",".","0.2","0.2",".","."
"Sophomore","","1105","3.765","85.1","6.1","3.9","2.1","1.3","0.5","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","938","3.763","88.7","3.8","2.0","1.6","1.7","1.2","0.7",".","",".",".","",".",".","0.2",".",".","."
"Senior","","1260","3.804","88.8","4.3","2.1","0.7","1.6","0.9","1.1","0.2","",".","0.4","",".",".",".",".",".","."
"Undergraduates","","3812","3.748","86.0","4.9","3.8","1.4","1.8","0.9","1.0","0.1","",".","0.1","",".",".","0.1","0.0",".","."
"Special","","29","3.889","41.4","3.4",".","3.4",".",".",".","51.7","",".",".","",".",".",".",".",".","."
"Graduate","","312","3.874","81.4","5.8","2.9","0.6",".","0.3",".","7.1","",".",".","",".","0.6","1.0",".","0.3","."
"Prof Yr 1","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","4160","3.761","85.3","5.0","3.7","1.4","1.6","0.8","0.9","0.9","",".","0.1","",".","0.0","0.1","0.0","0.0","."
