"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
044","14","3.714","64.3","14.3","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","14","3.357","28.6","28.6","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","15","3.167","33.3","33.3","20.0",".",".","6.7","6.7",".",".",".",".",".",".",".",".","."
"","048
100","15","3.267","20.0","46.7","13.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".","."
"","100
049","15","3.700","66.7","20.0","6.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
050","15","3.433","20.0","53.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","051
100","15","3.233","46.7","6.7","13.3","13.3","20.0",".",".",".",".",".",".",".",".",".",".","."
"","100
052","15","3.533","60.0","13.3","6.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
053","14","3.250","28.6","35.7","28.6",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","100
054","14","3.857","78.6","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
055","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
056","15","3.333","33.3","46.7",".","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"","057
100","15","3.500","13.3","73.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
058","14","3.536","50.0","28.6","7.1","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","100
059","15","3.533","46.7","20.0","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
061","13","3.154","30.8","23.1","23.1","7.7","7.7","7.7",".",".",".",".",".",".",".",".",".","."
"","062
100","15","3.633","53.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","063
100","15","3.367","33.3","33.3","13.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".","."
"","100
064","14","3.536","42.9","28.6","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","065
100","15","3.433","33.3","26.7","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
066","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","067
100","14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
068","15","3.367","13.3","66.7","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".","."
"","069
100","15","3.600","46.7","33.3","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
070","15","3.000","33.3","13.3","13.3","26.7","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"","071
100","16","3.438","37.5","43.8","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","1026","3.445","37.7","35.0","15.5","6.4","3.6","1.1","0.6",".",".",".",".",".","0.1",".",".","."
"Intro-Digital Media Production","155
001","142","3.838","79.6","14.8","2.8","0.7","1.4","0.7",".",".",".",".",".",".",".",".",".","."
"","181
001","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","181
002","14","3.808","57.1","35.7",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Elements of Speech-Honors","Course Total","29","3.857","75.9","17.2",".","3.4",".",".",".",".",".",".",".",".","3.4",".",".","."
"Intro to Digital Communication","200
001","119","3.861","86.6","6.7","3.4","2.5",".",".","0.8",".",".",".",".",".",".",".",".","."
"Survey of Contemporary Media","250
001","229","3.247","22.3","34.9","26.2","10.0","4.8",".","1.7",".",".",".",".",".",".",".",".","."
"Communication & Human Behav","260
001","231","3.815","81.8","10.8","2.6","1.7","1.3",".","1.3","0.4",".",".",".",".",".",".",".","."
"Thry&Pract-Argument&Debate","262
001","97","3.279","25.8","36.1","21.6","8.2","2.1","2.1","2.1",".",".",".",".",".","2.1",".",".","."
"Intro-Interpersonal Com","272
001","114","3.412","56.1","22.8","4.4","2.6","5.3","3.5","4.4",".",".",".",".",".","0.9",".",".","."
"","001
310","72","3.711","48.6","44.4","4.2","1.4",".",".",".",".",".",".",".",".","1.4",".",".","."
"","310
002","19","3.806","84.2","5.3",".",".",".","5.3",".",".",".",".",".",".",".","5.3",".","."
"Topics: Rhetoric & Com Science","Course Total","91","3.730","56.0","36.3","3.3","1.1",".","1.1",".",".",".",".",".",".","1.1","1.1",".","."
"Topics: Film and Media Studies","313
001","40","3.738","77.5","10.0","7.5","2.5",".",".","2.5",".",".",".",".",".",".",".",".","."
"Intro to Health Comm","318
001","77","3.481","58.4","11.7","14.3","9.1","2.6","2.6","1.3",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","Page 212 of 467",""
