"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Naval Science","101
001","","15","3.800","66.7","26.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab I","175
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership&Management","201
001","","11","3.636","36.4","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab I","275
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","301
001","","8","3.563","50.0","37.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab I","375
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Operations","401
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratory I","475
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professional Naval Lab I","575
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","85","3.810","81.2","15.3","2.4",".","1.2",".",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","20","3.821","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","22","3.713","68.2","27.3","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","22","3.700","77.3","18.2",".",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","88","3.810","81.8","14.8","2.3",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","88","3.810","81.8","14.8","2.3",".","1.1",".",".",".",".",".",".",".",".",".",".","."
