"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","115
002","9","3.722","66.7","11.1","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","27","3.130","59.3","11.1","7.4",".","7.4",".","14.8",".",".",".",".",".",".",".",".","."
"","115
012","25","3.083","36.0","16.0","4.0","4.0",".",".","12.0",".",".",".",".",".","4.0",".","24.0","."
"","115
013","22","3.045","36.4","9.1","36.4",".","4.5","9.1","4.5",".",".",".",".",".",".",".",".","."
"","115
014","19","2.767","26.3","10.5","10.5","5.3","15.8",".","10.5",".",".",".",".",".",".",".","21.1","."
"","115
021","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
115","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
031","8","3.813","87.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","032
115","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","8","3.563","62.5","12.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","115
034","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
041","20","3.447","65.0","5.0","10.0",".","5.0","10.0",".",".",".",".",".",".",".","5.0",".","."
"","115
042","20","3.625","65.0","15.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","115
043","19","3.941","78.9","10.5",".",".",".",".",".",".",".",".",".",".",".","10.5",".","."
"","115
044","19","3.806","84.2","5.3",".",".",".","5.3",".",".",".",".",".",".",".","5.3",".","."
"","115
045","19","3.684","73.7","10.5","10.5",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","115
046","14","3.692","85.7",".",".",".",".",".","7.1",".",".",".",".",".","7.1",".",".","."
"","115
051","8","3.188","37.5","12.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","052
115","9","3.056","22.2","33.3","33.3",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","115
053","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev: Ed Effectiveness","Course Total","309","3.515","64.4","8.7","11.0","1.6","2.9","2.3","3.9",".",".",".",".",".","0.6","1.3","3.2","."
"Art/Sci of Human Flourishing","120
001","57","3.605","64.9","17.5","10.5","1.8",".","3.5","1.8",".",".",".",".",".",".",".",".","."
"","125
001","21","3.875","85.7","4.8",".",".","4.8",".",".",".",".",".",".",".",".","4.8",".","."
"","125
002","19","3.658","84.2","5.3",".",".",".","10.5",".",".",".",".",".",".",".",".",".","."
"","125
003","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
004","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
005","21","3.881","90.5","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","125
006","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
125","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
008","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
009","20","3.263","40.0","35.0","5.0","5.0",".",".","10.0",".",".",".",".",".",".",".","5.0","."
"","125
010","20","3.825","90.0",".",".","5.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","125
011","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
012","15","3.900","86.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
125","14","3.750","78.6",".","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","125
014","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
015","17","3.938","88.2",".","5.9",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"","125
017","21","3.905","95.2",".",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","125
018","21","3.643","57.1","28.6","4.8","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","125
019","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","125
020","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 84 of 467"
