"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","",""
"19&20th C Russn Lit Tran I","201","001","37","3.514","67.6","16.2","5.4",".","2.7","2.7","5.4",".",".",".",".",".",".",".",".","."
"19&20 C Russian Lit Tran I","203","001","73","3.884","91.8","2.7","1.4","1.4","1.4","1.4",".",".",".",".",".",".",".",".",".","."
"Dostoevsky in Translation","222","001","46","3.784","63.0","23.9","8.7",".",".",".",".","2.2",".",".",".",".","2.2",".",".","."
"V Nabokov: Russ&Amer Writng","223","001","29","3.593","58.6","13.8","6.9","6.9","6.9",".",".","6.9",".",".",".",".",".",".",".","."
"Intro-Luso-Afro-Brazilian Lit","226","001","16","3.656","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","11","2.273","9.1","27.3","9.1","9.1","18.2","9.1","18.2",".",".",".",".",".",".",".",".","."
"","233","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","233","002","17","3.618","35.3","58.8",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Russian Life&Cult (to 1917)","","Course Total","24","3.677","41.7","54.2",".","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","235","001","19","3.722","52.6","31.6","10.5",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","235","002","22","3.738","50.0","40.9","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"The World of Sagas","","Course Total","41","3.731","51.2","36.6","7.3",".",".",".",".","2.4",".",".",".",".","2.4",".",".","."
"Bascom Crse-In Translation","236","001","29","3.964","93.1",".","3.4",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Literature and Revolution","238","001","39","3.667","61.5","20.5","2.6","5.1",".",".","2.6","7.7",".",".",".",".",".",".",".","."
"Spanish American Literature","245","001","21","3.167","23.8","28.6","23.8","4.8","19.0",".",".",".",".",".",".",".",".",".",".","."
"","247","001","25","3.646","52.0","20.0","24.0",".",".",".",".",".",".",".",".",".",".","4.0",".","."
"","247","003","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Lit in Translatn","","Course Total","38","3.770","68.4","13.2","15.8",".",".",".",".",".",".",".",".",".",".","2.6",".","."
"Lit Tran: Modern Italy","254","001","57","3.864","75.4","15.8","5.3",".",".",".",".",".",".",".",".",".","1.8","1.8",".","."
"Lt Trn:Boccaccios Decameron","255","001","19","3.318","36.8",".","10.5","5.3",".",".","5.3","36.8",".",".",".",".","5.3",".",".","."
"Yiddish Lit & Culture, Europe","269","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"German Women Writers-Tran","270","001","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275","001","149","3.598","38.9","43.6","14.1","2.7",".",".",".",".",".",".",".",".",".",".","0.7","."
"","275","002","88","3.733","62.5","29.5","5.7","1.1",".",".","1.1",".",".",".",".",".",".",".",".","."
"In Transl:Hans C. Andersen","","Course Total","237","3.658","47.7","38.4","11.0","2.1",".",".","0.4",".",".",".",".",".",".",".","0.4","."
"Spec Tops in Ger & World Lit/s","276","001","17","3.875","70.6","23.5",".",".",".",".",".",".",".",".",".",".","5.9",".",".","."
"Topics-Scandinavian Literature","324","001","14","3.750","71.4","14.3","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Dutch Lit in Tran","326","001","158","3.784","67.1","25.3","3.8","0.6","0.6",".","0.6",".",".",".",".",".",".",".",".","1.9"
"Machiavelli and His World","365","002","9","2.813","22.2","11.1","33.3",".","11.1",".","11.1","11.1",".",".",".",".",".",".",".","."
"Topics in Japanese Lit","373","001","37","3.541","67.6","10.8","8.1",".","10.8",".","2.7",".",".",".",".",".",".",".",".","."
"In Trans:Topics-Italian Lit","410","002","17","3.647","70.6","5.9","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
