"BUS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INFORMATION SYSTEMS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","365
001","12","3.708","58.3","25.0","16.7",".",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","002
365","39","3.590","33.3","53.8","10.3","2.6",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","51","3.618","39.2","47.1","11.8","2.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Tech:Computer-Based Bus Sys","001
371","31","3.817","71.0","19.4","3.2","3.2",".","",".","",".","3.2",".","",".",".","",".","",".","",".",".","."
"","422
001","39","3.333","25.6","30.8","33.3","5.1","5.1","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"","002
422","29","3.638","55.2","24.1","17.2",".","3.4","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Computer-Based Data Mgt","Course Total","68","3.463","38.2","27.9","26.5","2.9","4.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Anal&Dsgn:Comptr-Based Sys","001
424","9","3.278","33.3","11.1","33.3","22.2",".","",".","",".",".",".","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","159","3.570","44.7","31.4","17.6","3.8","1.9","",".","",".","0.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.250",".","50.0","50.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","42","3.679","52.4","35.7","9.5",".","2.4","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","98","3.541","42.9","30.6","18.4","5.1","2.0","",".","",".","1.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","146","3.569","43.8","32.9","17.1","3.4","2.1","",".","",".","0.7","",".",".","",".","",".","",".",".",".","."
"Special","","6","3.667","66.7","16.7",".","16.7",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","7","3.500","42.9","14.3","42.9",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","159","3.570","44.7","31.4","17.6","3.8","1.9","",".","",".","0.6","",".",".","",".","",".","",".",".",".","."
