"","990
094","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
095","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","16","",".",".",".",".",".",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Advanced Independent Study","999
065","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"S&A PHM
732","Dept. Total","164","3.583","50.0","18.9","12.8","4.9","1.8","0.6","",".","9.8","",".",".","",".","",".","",".","0.6","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","9","3.778","88.9",".",".",".","11.1",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","***","","","","","","","","","","","",".","",".","",".","",".","25.0",".","."
"Undergraduates","","19","3.806","73.7","15.8",".",".","5.3",".","",".",".","",".",".","",".","",".","",".","5.3",".","."
"Graduate","","42","3.912","52.4","4.8","2.4",".",".",".","",".","38.1","",".",".","",".","",".","",".",".","2.4","."
"Prof Yr 1","","98","3.469","41.8","26.5","20.4","8.2","2.0","1.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","103","3.482","44.7","25.2","19.4","7.8","1.9","1.0","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","164","3.583","50.0","18.9","12.8","4.9","1.8","0.6","",".","9.8","",".",".","",".","",".","",".","0.6","0.6","."
