"L&S","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1667","3.788","66.3","18.4","5.7","1.1","0.4","0.1","0.1","1.4","",".","5.7","",".","0.6","0.2",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","105","3.690","70.5","19.0","3.8","3.8","1.0",".","1.9",".","",".",".","",".",".",".",".",".","."
"Sophomore","329","3.740","61.4","28.3","7.9","0.9",".",".",".",".","",".","1.5","",".",".",".",".",".","."
"Junior","425","3.724","63.5","19.1","8.9","2.1","0.9",".",".",".","",".","5.2","",".",".",".",".",".","."
"Senior","661","3.852","71.3","15.3","4.1","0.3","0.3","0.2",".","0.2","",".","7.9","",".","0.3","0.3",".",".","."
"Undergraduates","1520","3.778","66.9","19.4","6.3","1.2","0.5","0.1","0.1","0.1","",".","5.2","",".","0.1","0.1",".",".","."
"Special","6","3.893","50.0","16.7",".",".",".",".",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","141","3.943","61.0","7.1",".",".",".",".",".","14.2","",".","11.3","",".","5.7","0.7",".",".","."
"Dept. Total","1667","3.788","66.3","18.4","5.7","1.1","0.4","0.1","0.1","1.4","",".","5.7","",".","0.6","0.2",".",".","."
