"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","",""
"","990
015","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","37","",".",".",".",".",".",".",".","48.6","",".",".","",".","48.6","2.7",".",".","."
"HORT
476","Dept. Total","440","3.440","48.9","12.5","11.4","5.9","3.6","1.4","1.6","9.3","",".",".","",".","4.1","0.5","0.2","0.2","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.193","39.7","16.2","16.2","16.2","2.9","1.5","5.9",".","",".",".","",".",".",".",".",".","1.5"
"Sophomore","","74","3.642","59.5","25.7","6.8","4.1","2.7",".","1.4",".","",".",".","",".",".",".",".",".","."
"Junior","","80","3.452","57.5","8.8","20.0","8.8","2.5","2.5",".",".","",".",".","",".",".",".",".",".","."
"Senior","","126","3.427","63.5","10.3","10.3","3.2","7.1","1.6","1.6","0.8","",".",".","",".",".","0.8",".",".","0.8"
"Undergraduates","","348","3.436","56.6","14.4","12.9","7.2","4.3","1.4","2.0","0.3","",".",".","",".",".","0.3",".",".","0.6"
"Special","","25","3.667","8.0",".","8.0",".",".",".",".","80.0","",".",".","",".",".",".","4.0",".","."
"Graduate","","67","3.457","23.9","7.5","4.5","1.5","1.5","1.5",".","29.9","",".",".","",".","26.9","1.5",".","1.5","."
"","Dept. Total","440","3.440","48.9","12.5","11.4","5.9","3.6","1.4","1.6","9.3","",".",".","",".","4.1","0.5","0.2","0.2","0.5"
