"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"SURGICAL SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","",""
"","775
001","","25","",".",".",".",".",".",".",".","96.0",".",".",".",".",".",".","4.0","."
"","775
002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","775
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","775
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Externship","Course Total","","38","",".",".",".",".",".",".",".","97.4",".",".",".",".",".",".","2.6","."
"Rsch Ethics&Career Development","812
001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"SURG SCI
938","Dept. Total","","894","3.680","48.8","3.2","5.6","1.1","0.4","0.2",".","39.3",".",".",".",".","0.2",".","1.1","."
