"BUS","","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"FINANCE
Dept. Total
233","2093","3.352","34.0","22.9","21.5","7.9","5.0","0.9","0.5","0.1","",".","5.4","0.1","",".","0.3",".","1.3","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","",""
"Sophomore","87","3.014","18.4","18.4","19.5","13.8","9.2","3.4","1.1",".","",".","14.9",".","",".","1.1",".",".","."
"Junior","538","3.256","28.1","20.8","20.8","10.4","6.9","1.3","0.4","0.2","",".","10.8","0.2","",".","0.2",".",".","."
"Senior","1001","3.344","31.2","24.9","25.6","8.2","4.4","0.7","0.3",".","",".","4.2","0.1","",".","0.5",".",".","."
"Undergraduates","1626","3.300","29.5","23.2","23.7","9.2","5.5","1.0","0.4","0.1","",".","6.9","0.1","",".","0.4",".",".","."
"Special","83","3.109","26.5","24.1","26.5","6.0","7.2","1.2","4.8","2.4","",".","1.2",".","",".",".",".",".","."
"Graduate","381","3.667","54.9","21.3","11.5","2.9","2.4",".",".",".","",".",".",".","",".",".",".","7.1","."
"Prof Yr 3","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Professionals","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Dept. Total","2093","3.352","34.0","22.9","21.5","7.9","5.0","0.9","0.5","0.1","",".","5.4","0.1","",".","0.3",".","1.3","."
