"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","105","3.664","49.5","31.4","5.7","2.9","1.0","",".","",".","5.7","",".",".","",".","3.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","6","3.632","33.3","66.7",".",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","67","3.681","53.7","37.3","6.0","3.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","73","3.676","52.1","39.7","5.5","2.7",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","32","3.630","43.8","12.5","6.3","3.1","3.1","",".","",".","18.8","",".",".","",".","12.5","",".",".",".","."
"","Dept. Total","105","3.664","49.5","31.4","5.7","2.9","1.0","",".","",".","5.7","",".",".","",".","3.8","",".",".",".","."
