"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"INTEREGR
496","Dept. Total","713","3.676","58.1","26.6","11.5","2.0","0.7","0.3","0.4","",".","",".",".","",".","",".","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","182","3.755","74.2","16.5","5.5","1.1","1.1","0.5","0.5","",".","",".",".","",".","",".",".","0.5",".","."
"Sophomore","","221","3.945","94.1","5.0","0.5",".",".",".",".","",".","",".",".","",".","",".",".","0.5",".","."
"Junior","","132","3.622","83.3","6.1","7.6","0.8",".",".",".","",".","",".",".","",".","",".","0.8","1.5",".","."
"Senior","","394","3.548","43.9","35.8","15.2","2.8","0.8","0.3","0.5","",".","",".",".","",".","",".","0.5","0.3",".","."
"Undergraduates","","929","3.670","67.4","20.5","8.7","1.5","0.5","0.2","0.3","",".","",".",".","",".","",".","0.3","0.5",".","."
"Special","","7","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","12","3.909","91.7",".","8.3",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","948","3.676","67.9","20.0","8.6","1.5","0.5","0.2","0.3","",".","",".",".","",".","",".","0.3","0.5",".","."
