"L&S","","","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3952","3.474","41.5","27.2","13.8","5.5","3.6","1.2","0.9","2.7","0.1","2.8","",".","",".","0.6","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1137","3.451","39.9","32.8","14.6","6.5","3.8","1.1","0.9",".",".",".","",".","",".","0.4",".",".","."
"Sophomore","","762","3.528","49.2","26.2","14.3","4.3","3.9","0.9","0.9",".",".",".","",".","",".","0.1",".",".","."
"Junior","","802","3.398","41.0","27.1","15.8","7.5","4.0","2.2","1.2",".",".","0.4","",".","",".","0.6","0.1",".","."
"Senior","","1061","3.489","39.5","26.0","13.5","4.8","3.5","0.8","0.8",".",".","10.2","",".","",".","0.8","0.2",".","."
"Undergraduates","","3762","3.465","41.9","28.3","14.5","5.8","3.8","1.2","0.9",".",".","3.0","",".","",".","0.5","0.1",".","."
"Special","","21","3.364","9.5","14.3","4.8",".","4.8",".",".","47.6",".",".","",".","",".","4.8",".","14.3","."
"Graduate","","169","3.962","35.5","3.0",".",".",".",".",".","58.0","1.2",".","",".","",".","2.4",".",".","."
"","Dept. Total","3952","3.474","41.5","27.2","13.8","5.5","3.6","1.2","0.9","2.7","0.1","2.8","",".","",".","0.6","0.1","0.1","."
