"HEC","","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","1145","3.748","71.8","12.4","7.8","2.1","2.1","0.6","0.7","1.6","",".",".","",".","0.2","0.4","0.2","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","60","3.500","51.7","15.0","23.3","5.0","1.7","1.7","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","241","3.700","69.3","14.9","7.5","2.9","2.5","0.4","1.2",".","",".",".","",".",".","0.4","0.8",".","."
"Junior","381","3.726","71.1","13.9","7.9","2.1","2.4","0.8","1.0",".","",".",".","",".",".","0.8",".",".","."
"Senior","404","3.806","79.7","9.4","6.7","1.5","2.0","0.5",".",".","",".",".","",".",".","0.2",".",".","."
"Undergraduates","1086","3.742","72.8","12.5","8.2","2.2","2.2","0.6","0.7",".","",".",".","",".",".","0.5","0.2",".","."
"Special","4","***","","","","","","","","","","",".","",".",".",".",".","50.0","."
"Graduate","55","3.931","56.4","9.1",".",".",".",".",".","30.9","",".",".","",".","3.6",".",".",".","."
"Dept. Total","1145","3.748","71.8","12.4","7.8","2.1","2.1","0.6","0.7","1.6","",".",".","",".","0.2","0.4","0.2","0.2","."
