"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Intermediate Drawing I","312
001","","8","3.625","25.0","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Lithography","316
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Video, Perf & Installation Art","318
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Etching","326
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Life Drawing II","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","334
001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","334
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","Course Total","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Art","338
001","","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","341
001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor II","342
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
001","","14","3.500","57.1","28.6","7.1",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","346
002","","14","3.500","57.1","14.3","7.1","14.3","7.1",".",".",".",".",".",".",".",".",".",".","."
"","346
003","","15","3.067","40.0","6.7","20.0","6.7","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","346
004","","13","3.462","69.2","7.7","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".",".","."
"Basic Graphic Design","Course Total","","56","3.375","55.4","14.3","10.7","7.1","7.1","1.8","3.6",".",".",".",".",".",".",".",".","."
"Intro to Digital Printmaking","348
002","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Glassworking","354
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stage Lighting I","366
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Set Design I","372
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","376
001","","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
002","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","376
003","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Photography","Course Total","","26","3.865","76.9","19.2","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Fabrication Studio","409
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","428
001","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","428
002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Imaging Studio","Course Total","","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","429
001","","12","3.909","75.0","16.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","429
002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"3D Digital Studio I","Course Total","","26","3.960","88.5","7.7",".",".",".",".",".",".",".",".",".",".","3.8",".",".","."
"Graphic Design History","438
001","","38","3.645","76.3","7.9","7.9",".","2.6","2.6","2.6",".",".",".",".",".",".",".",".","."
"Artists' Books","446
001","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
001","","8","3.929","75.0","12.5",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"","448
004","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","448
009","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 75 of 467"
