"","990
032","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","32","",".",".",".",".",".",".",".","81.3","3.1",".","",".","15.6",".",".",".","."
"M S & E
636","Dept. Total","765","3.450","41.2","19.9","14.4","7.1","1.7","1.2","0.4","8.8","0.1","2.1","",".","1.7","1.3",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","124","3.047","25.0","17.7","26.6","19.4","6.5","4.0",".",".",".",".","",".",".","0.8",".",".","."
"Junior","","204","3.425","36.3","32.8","18.1","8.8","1.5","0.5","0.5",".",".",".","",".",".","1.5",".",".","."
"Senior","","213","3.540","53.1","22.1","14.1","5.6","0.9","0.9","0.5",".",".",".","",".",".","2.8",".",".","."
"Undergraduates","","548","3.385","40.9","25.0","18.2","9.9","2.4","1.5","0.4",".",".",".","",".",".","1.8",".",".","."
"Special","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Graduate","","210","3.760","41.0","6.2","4.8",".",".","0.5","0.5","31.9","0.5","7.6","",".","6.2",".",".","1.0","."
"","Dept. Total","765","3.450","41.2","19.9","14.4","7.1","1.7","1.2","0.4","8.8","0.1","2.1","",".","1.7","1.3",".","0.3","."
