"EDU","","","","","","","","","","","","","","","","","","","","","",""
"ANATOMY & PHYSIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","",""
"ANAT&PHY
146","Dept. Total","1222","3.012","32.5","15.5","20.4","9.2","13.8","5.7","2.2","0.2","",".",".","",".","",".","0.6",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"146
ANAT&PHY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","2.679","7.1","21.4","35.7","14.3","7.1","7.1","7.1",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","159","2.625","16.4","15.1","13.2","15.7","26.4","10.7","1.9",".","",".",".","",".","",".","0.6",".",".","."
"Junior","","354","2.795","24.6","12.1","26.0","10.5","13.8","7.9","5.1",".","",".",".","",".","",".",".",".",".","."
"Senior","","676","3.235","40.5","17.3","19.2","7.1","10.7","3.6","0.7",".","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","1203","3.009","32.3","15.5","20.6","9.3","13.6","5.8","2.2",".","",".",".","",".","",".","0.6",".",".","."
"Special","","17","3.342","52.9","11.8","5.9",".","17.6",".",".","11.8","",".",".","",".","",".",".",".",".","."
"Graduate","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1222","3.012","32.5","15.5","20.4","9.2","13.8","5.7","2.2","0.2","",".",".","",".","",".","0.6",".",".","."
