"","990
070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
083","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","22","",".",".",".",".",".",".",".","90.9",".",".",".","4.5",".",".","4.5","."
"M&ENVTOX
362","Dept. Total","","50","4.000","56.0",".",".",".",".",".",".","40.0",".",".",".","2.0",".",".","2.0","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","","","46","4.000","54.3",".",".",".",".",".",".","41.3",".",".",".","2.2",".",".","2.2","."
"Prof Yr 2","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","50","4.000","56.0",".",".",".",".",".",".","40.0",".",".",".","2.0",".",".","2.0","."
