"","990
030","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
033","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
034","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","11","",".",".",".",".",".",".","",".","45.5","",".",".","",".","54.5","",".",".",".","."
"AGROECOL
130","Dept. Total","129","3.517","38.8","17.8","10.9","5.4","1.6","0.8","",".","3.9","",".","16.3","",".","4.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"130
AGROECOL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.333","33.3","33.3",".","33.3",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","22","3.545","54.5","13.6","22.7","4.5","4.5",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","26","3.385","23.1","42.3","23.1","11.5",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","17","3.235","23.5","41.2","17.6","5.9","5.9","5.9","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","71","3.394","33.8","32.4","19.7","9.9","2.8","1.4","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","58","4.000","44.8",".",".",".",".",".","",".","8.6","",".","36.2","",".","10.3","",".",".",".","."
"","Dept. Total","129","3.517","38.8","17.8","10.9","5.4","1.6","0.8","",".","3.9","",".","16.3","",".","4.7","",".",".",".","."
