"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"133","001","","137","3.676","62.8","20.4","10.9","2.9","0.7","0.7","0.7","0.7",".",".",".",".",".",".",".","."
"133","003","","101","3.646","65.3","12.9","14.9","1.0","2.0",".","2.0","2.0",".",".",".",".",".",".",".","."
"Genetics in the News","Course Total","","238","3.664","63.9","17.2","12.6","2.1","1.3","0.4","1.3","1.3",".",".",".",".",".",".",".","."
"155","001","","59","3.822","89.8","3.4","1.7","1.7",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"155","002","","62","3.839","88.7","6.5","1.6",".",".","1.6","1.6",".",".",".",".",".",".",".",".","."
"Freshman Seminar in Genetics","Course Total","","121","3.831","89.3","5.0","1.7","0.8",".","1.7","1.7",".",".",".",".",".",".",".",".","."
"299","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","145","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","147","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","21","4.000","90.5",".",".",".",".",".",".",".",".",".",".",".",".",".","9.5","."
"466
Principles of Genetics","001","","151","2.900","21.2","11.9","28.5","9.3","24.5","4.0",".","0.7",".",".",".",".",".",".",".","."
"467
General Genetics 1","001","","112","2.829","19.6","22.3","15.2","13.4","18.8","7.1","2.7","0.9",".",".",".",".",".",".",".","."
"470
Basic Cytology & Lab Procudure","001","","10","3.722","40.0","50.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"520
Neurogenetics","001","","57","3.447","43.9","29.8","14.0","3.5","5.3","3.5",".",".",".",".",".",".",".",".",".","."
"522","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"522","002","","25","3.920","92.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Communicating Evolutionary Bio","Course Total","","30","3.930","93.3","3.3",".","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"527
Dev Gen for Conserv Regen","001","","41","3.927","92.7","4.9",".",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"545
Genetics Laboratory","002","","12","3.500","66.7","16.7","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"565
Human Genetics","001","","40","3.188","22.5","32.5","22.5","15.0","2.5","5.0",".",".",".",".",".",".",".",".",".","."
"567
Companion Research Seminar","001","","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"570
The Female Reproductive System","001","","10","3.875","60.0","20.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"571
Clinical Practice I","001","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"572
The Respiratory System","001","","9","3.500","22.2","22.2","22.2",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"573
The Genitourinary System","001","","9","3.643","44.4","11.1","22.2",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"588
Immunogenetics","001","","40","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","10","3.750","70.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 25 of 467"
