"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","1988","3.502","56.2","14.8","14.7","4.0","5.1","1.4","1.1","1.5","0.1",".","",".","0.3","0.7","0.2","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","419","3.538","57.3","15.8","15.3","4.8","3.3","0.7","1.2",".",".",".","",".",".","1.7",".",".","."
"Sophomore","531","3.497","55.4","18.3","14.3","3.2","3.6","2.3","1.5","0.4",".",".","",".",".","0.8","0.4",".","."
"Junior","417","3.345","50.4","14.6","16.3","6.0","8.6","1.9","1.9",".",".",".","",".",".",".","0.2",".","."
"Senior","537","3.570","61.5","12.8","15.3","3.0","6.1","0.9",".","0.2",".",".","",".",".","0.2",".",".","."
"Undergraduates","1904","3.493","56.4","15.4","15.2","4.1","5.4","1.5","1.1","0.2",".",".","",".",".","0.6","0.2",".","."
"Special","13","3.676","53.8","15.4","7.7","7.7",".",".",".",".",".",".","",".",".","7.7",".","7.7","."
"Graduate","70","3.973","51.4",".","1.4",".",".",".",".","38.6","1.4",".","",".","7.1",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1988","3.502","56.2","14.8","14.7","4.0","5.1","1.4","1.1","1.5","0.1",".","",".","0.3","0.7","0.2","0.1","."
