"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3250","3.428","42.9","7.6","10.5","2.1","3.3","0.6","0.2","31.5","",".",".","",".","0.3","0.3",".","0.6","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","28","3.771","85.7","3.6","7.1",".","3.6",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","33","3.682","81.8",".","15.2",".",".",".","3.0",".","",".",".","",".",".",".",".",".","."
"Senior","","51","3.332","58.8","5.9","15.7","7.8","5.9","2.0","3.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","115","3.533","73.0","3.5","13.0","3.5","3.5","0.9","2.6",".","",".",".","",".",".",".",".",".","."
"Special","","19","3.571","21.1",".",".",".","5.3",".",".","73.7","",".",".","",".",".",".",".",".","."
"Graduate","","110","3.960","41.8",".","0.9",".",".",".",".","47.3","",".",".","",".","8.2","0.9",".","0.9","."
"Prof Yr 1","","550","3.193","44.4","14.2","15.6","5.8","8.7","2.9","0.2","8.0","",".",".","",".",".","0.2",".",".","."
"Prof Yr 2","","806","3.701","54.6","15.0","12.7","1.5","1.2",".",".","14.5","",".",".","",".",".","0.5",".",".","."
"Prof Yr 3","","743","3.055","16.2","6.1","18.6","2.8","5.9","0.4","0.1","49.7","",".",".","",".",".","0.3",".",".","."
"Prof Yr 4","","997","3.996","45.8",".",".",".",".","0.1",".","52.1","",".",".","",".",".","0.2",".","1.8","."
"Professionals","","3096","3.415","40.7","7.9","10.5","2.1","3.3","0.6","0.1","33.9","",".",".","",".",".","0.3",".","0.6","."
"","College Total","3340","3.428","41.8","7.4","10.2","2.1","3.2","0.6","0.1","33.4","",".",".","",".","0.3","0.3",".","0.6","."
