"","775
006","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","775
007","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","775
008","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Externship","Course Total","131","",".",".",".",".",".",".",".","95.4","",".",".","",".","",".",".",".","4.6","."
"MED SC-V
623","Dept. Total","812","3.231","35.2","2.5","10.8","1.4","4.9","0.2","0.1","43.6","",".",".","",".","",".","0.4",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"623
MED SC-V","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Special","","14","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","48","4.000","50.0",".",".",".",".",".",".","47.9","",".",".","",".","",".","2.1",".",".","."
"Prof Yr 2","","39","4.000","41.0",".",".",".",".",".",".","56.4","",".",".","",".","",".","2.6",".",".","."
"Prof Yr 3","","294","2.883","10.2","6.8","29.9","3.7","13.6","0.7","0.3","34.4","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 4","","505","4.000","42.4",".",".",".",".",".",".","56.2","",".",".","",".","",".",".",".","1.4","."
"Professionals","","886","3.227","32.1","2.3","9.9","1.2","4.5","0.2","0.1","48.5","",".",".","",".","",".","0.3",".","0.8","."
"","Dept. Total","902","3.231","31.7","2.2","9.8","1.2","4.4","0.2","0.1","49.2","",".",".","",".","",".","0.3",".","0.8","."
