"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"629","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"629","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio III","Course Total","","5","***","","","","","","","","","","","","","","","",""
"636
Computer Augmented Printmaking","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Intro to Grad Studies in Art","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Advanced Research-Sculpture","078","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"924
Advanced Research-Ceramics","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","042","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"996","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","17","3.981","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","017","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","018","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","042","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","059","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 77 of 467"
