"L&S","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY
205","Dept. Total","1811","3.132","32.4","11.1","30.1","5.9","13.6","4.6","1.3","",".","",".",".","",".","0.3","0.7",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","285","2.441","13.7","7.4","24.9","10.2","24.2","14.4","4.2","",".","",".",".","",".",".","1.1",".",".","."
"Sophomore","","911","3.158","31.6","12.1","32.7","5.4","13.6","3.1","0.8","",".","",".",".","",".",".","0.8",".",".","."
"Junior","","517","3.329","41.0","12.2","30.8","3.9","9.1","2.1","0.4","",".","",".",".","",".",".","0.6",".",".","."
"Senior","","91","3.350","51.6","5.5","18.7","7.7","5.5","3.3","2.2","",".","",".",".","",".","5.5",".",".",".","."
"Undergraduates","","1804","3.133","32.5","11.0","30.2","5.8","13.6","4.6","1.3","",".","",".",".","",".","0.3","0.7",".",".","."
"Special","","7","2.741","14.3","28.6",".","28.6","14.3","14.3",".","",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1811","3.132","32.4","11.1","30.1","5.9","13.6","4.6","1.3","",".","",".",".","",".","0.3","0.7",".",".","."
