"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","110208","3.391","49.3","17.0","14.2","5.5","5.8","2.0","1.2","2.3","0.0","1.1","0.0","0.4","0.8","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","20793","3.205","41.1","18.0","16.6","7.2","8.8","3.6","2.0",".",".","1.8","0.1",".","0.8","0.0","0.0","0.0"
"Sophomore","","27636","3.368","49.6","17.4","15.5","5.8","6.8","2.3","1.2","0.0",".","0.8","0.0",".","0.5","0.1","0.0","0.0"
"Junior","","23303","3.359","47.3","18.1","16.6","6.9","6.3","2.1","1.2","0.0","0.0","0.7","0.0",".","0.7","0.1","0.0","0.0"
"Senior","","24848","3.482","54.0","17.9","13.2","5.1","4.5","1.3","1.1","0.1","0.0","1.2","0.0","0.6","0.8","0.1","0.1","0.0"
"Undergraduates","","96580","3.357","48.4","17.8","15.4","6.2","6.5","2.3","1.3","0.0","0.0","1.1","0.0","0.2","0.7","0.1","0.0","0.0"
"Special","","2351","3.500","33.1","9.7","5.9","2.4","2.2","0.8","1.4","36.6",".","0.4","0.0",".","1.0","2.2","4.2","."
"Graduate","","11312","3.807","60.5","11.1","5.5","0.7","0.4","0.1","0.1","14.6","0.1","1.9","0.0","2.4","1.5","0.1","1.0","0.0"
"Prof Yr 1","","45","3.914","91.1","4.4","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","75","4.000","89.3",".",".",".",".",".",".",".",".",".",".",".",".",".","10.7","."
"Prof Yr 3","","81","3.882","76.5","4.9","4.9",".",".",".",".","2.5",".",".",".","1.2","9.9",".",".","."
"Prof Yr 4","","26","3.619","50.0","11.5","15.4","3.8",".",".",".",".",".","19.2",".",".",".",".",".","."
"Professionals","","227","3.885","80.6","4.0","4.4","0.4",".",".",".","0.9",".","2.2",".","0.4","3.5",".","3.5","."
"","College Total","110470","3.391","49.3","16.9","14.2","5.5","5.8","2.0","1.2","2.3","0.0","1.1","0.0","0.4","0.8","0.1","0.2","0.0"
