"","999
008","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
012","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Reading","Course Total","6","4.000","66.7",".",".",".",".",".",".",".","",".",".","",".",".","16.7",".","16.7","."
"ED POL
310","Dept. Total","1072","3.852","79.7","8.6","3.1","0.6","0.5","0.2","1.0","2.9","",".","0.6","",".","0.9","1.4","0.4","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","45","3.767","82.2","11.1","2.2",".",".","2.2","2.2",".","",".",".","",".",".",".",".",".","."
"Sophomore","","298","3.844","82.2","11.7","2.3","0.3","0.7",".","1.3",".","",".",".","",".",".","1.3",".",".","."
"Junior","","290","3.802","80.7","9.7","3.4","1.4","0.3",".","2.1",".","",".",".","",".",".","2.1","0.3",".","."
"Senior","","322","3.907","86.6","7.5","3.7","0.3","0.6",".",".",".","",".",".","",".",".","1.2",".",".","."
"Undergraduates","","955","3.849","83.2","9.6","3.1","0.6","0.5","0.1","1.2",".","",".",".","",".",".","1.5","0.1",".","."
"Special","","14","3.727","71.4",".",".",".",".","7.1",".",".","",".",".","",".",".",".","21.4",".","."
"Graduate","","103","3.942","47.6",".","2.9",".",".",".",".","30.1","",".","5.8","",".","9.7","1.0",".","1.0","."
"","Dept. Total","1072","3.852","79.7","8.6","3.1","0.6","0.5","0.2","1.0","2.9","",".","0.6","",".","0.9","1.4","0.4","0.1","."
