"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"","999
192","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Ind. Study","Course Total","31","4.000","71.0",".",".",".",".","",".",".",".","",".",".",".",".","6.5",".","22.6","."
"CURRIC
272","Dept. Total","1903","3.938","75.0","5.1","1.6","0.4","0.1","",".","0.1","2.9","",".","10.3","0.1","0.7","1.3","0.1","2.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.822","72.5","20.0","7.5",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","116","3.867","78.4","15.5","3.4",".","0.9","",".",".",".","",".",".",".",".","1.7",".",".","."
"Junior","","422","3.935","89.8","6.9","1.4","0.5",".","",".","0.2","0.2","",".","0.2",".",".","0.7",".",".","."
"Senior","","712","3.943","79.9","4.2","1.5","0.8",".","",".",".",".","",".","12.6",".",".","0.6","0.1",".","."
"Undergraduates","","1290","3.929","82.8","6.6","1.9","0.6","0.1","",".","0.1","0.1","",".","7.1",".",".","0.7","0.1",".","."
"Special","","23","4.000","100.0",".",".",".",".","",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","590","3.968","56.9","2.2","1.2",".",".","",".",".","9.2","",".","17.8","0.2","2.4","2.7",".","7.5","."
"","Dept. Total","1903","3.938","75.0","5.1","1.6","0.4","0.1","",".","0.1","2.9","",".","10.3","0.1","0.7","1.3","0.1","2.3","."
