"","990
024","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
039","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
040","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Dissertator Research","Course Total","7","",".",".",".",".",".",".","",".",".","",".","71.4","",".","",".",".",".","14.3","."
"B M I
210","Dept. Total","203","3.762","67.5","14.8","6.4","1.5","0.5","1.0","",".","2.5","",".","2.5","",".","",".","0.5",".","2.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","24","3.538","54.2","20.8","12.5","4.2",".","4.2","",".",".","",".",".","",".","",".","4.2",".",".","."
"Undergraduates","","25","3.559","56.0","20.0","12.0","4.0",".","4.0","",".",".","",".",".","",".","",".","4.0",".",".","."
"Special","","5","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","164","3.826","70.1","14.6","4.3","1.2","0.6",".","",".","2.4","",".","3.0","",".","",".",".",".","3.0","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","6","4.000","83.3",".",".",".",".",".","",".","16.7","",".",".","",".","",".",".",".",".","."
"Professionals","","9","3.786","77.8",".","11.1",".",".",".","",".","11.1","",".",".","",".","",".",".",".",".","."
"","Dept. Total","203","3.762","67.5","14.8","6.4","1.5","0.5","1.0","",".","2.5","",".","2.5","",".","",".","0.5",".","2.5","."
