"GENETICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","",""
"631
Plant Genetics","001","","27","3.852","85.2","7.4","3.7",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"655
Biology and Genetics of Fungi","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681
Senior Honors Thesis","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","147","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","150","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","154","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","42","3.965","95.2","2.4","2.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"701
Advanced Genetics","001","","10","3.650","30.0","70.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Developmental Genetics","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"820
Foundations of Evolution","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"885
Adv Genomic-Proteomic Analysis","001","","20","3.500","30.0","40.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 26 of 467"
