"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6554","3.767","37.7","9.2","3.2","0.7","0.5","0.1","0.1","38.8","0.0","6.4","",".","1.5","0.6",".","0.9","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"","","","#Type!","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.481","33.3","44.4","11.1","11.1",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","83","3.660","73.5","6.0","3.6","6.0","2.4","2.4",".",".",".",".","",".",".",".",".","6.0","."
"Junior","","256","3.870","86.3","4.3","3.9","0.8","1.2",".","0.4",".",".",".","",".",".",".",".","3.1","."
"Senior","","655","3.760","76.9","9.0","7.0","1.8","2.6","0.3","0.5","0.2",".","0.2","",".",".","0.3",".","1.2","."
"Undergraduates","","1003","3.776","78.7","7.9","6.0","2.0","2.2","0.4","0.4","0.1",".","0.1","",".",".","0.2",".","2.1","."
"Special","","66","3.593","40.9","9.1","9.1","3.0","1.5","1.5",".","33.3",".","1.5","",".",".",".",".",".","."
"Graduate","","1839","3.805","51.7","11.0","3.4","0.5","0.2",".","0.1","22.9","0.1","3.3","",".","4.4","0.4",".","2.0","."
"Prof Yr 1","","1008","3.653","31.6","19.1","6.3","0.9","0.3",".",".","19.8",".","20.9","",".",".","0.6",".",".","0.2"
"Prof Yr 2","","725","3.770","22.9","10.6","1.2",".",".","0.1",".","53.4","0.1","8.6","",".",".","1.9",".",".","1.1"
"Prof Yr 3","","368","3.844","4.3","0.5","0.3",".",".",".",".","68.8",".","22.6","",".","0.8","0.3",".","0.3","2.2"
"Prof Yr 4","","1591","3.849","16.1","2.8","0.3","0.3","0.1",".","0.1","78.7","0.1","0.1","",".","0.9","0.6",".",".","0.1"
"Professionals","","3692","3.740","20.5","8.6","2.1","0.4","0.1","0.0","0.0","56.7","0.1","9.7","",".","0.5","0.8",".","0.0","0.5"
"","College Total","6605","3.767","38.2","9.1","3.1","0.7","0.5","0.1","0.1","38.5","0.0","6.4","",".","1.5","0.6",".","0.9","0.3"
