"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"795","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"795","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"One-credit Seminar","Course Total","","3","***","","","","","","","","","","","","","","","",""
"799","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"800
Critical Methods in Lit","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"804
Topics in Early Modern Lit","001","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"805
Topics in 18th-Century Lit","001","","10","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"807
Topics in Victorian Literature","001","","6","4.000","66.7",".",".",".",".",".",".","16.7",".",".",".",".","16.7",".",".","."
"822
Topics in Theory","001","","14","3.923","78.6","14.3",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"850
Proseminar in Theatre Research","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"859
Sem-Interdisc Theatre Studies","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","062","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","069","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","077","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","087","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","095","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","105","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","111","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","112","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","130","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","132","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 240 of 467",""
