"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","17313","3.752","75.4","8.3","5.1","1.8","2.2","0.8","0.7","2.0","0.0","1.7","0.0","0.5","0.8","0.1","0.5","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","1989","3.668","72.5","9.9","7.6","2.5","2.5","1.4","1.6",".",".",".",".",".","0.8","0.2","1.1","."
"Sophomore","","2866","3.699","75.6","10.7","5.2","2.2","3.1","1.3","1.0",".",".",".",".",".","0.5","0.1","0.2","."
"Junior","","3527","3.675","76.3","9.2","6.0","2.6","2.9","1.2","1.0","0.1","0.0","0.0",".",".","0.5","0.1","0.1","0.0"
"Senior","","5092","3.746","76.7","9.0","6.0","2.1","2.5","0.7","0.4","0.1",".","1.8",".",".","0.7","0.0","0.0","0.0"
"Undergraduates","","13474","3.708","75.7","9.5","6.1","2.3","2.7","1.1","0.9","0.1","0.0","0.7",".",".","0.6","0.1","0.2","0.0"
"Special","","270","3.719","49.6","4.8","3.3","0.7","1.5","0.4","1.1","34.4","0.4",".",".",".","1.1","1.9","0.7","."
"Graduate","","3546","3.950","76.1","4.0","1.5","0.2","0.1",".",".","7.0","0.0","5.7","0.0","2.2","1.4",".","1.6","0.1"
"Prof Yr 1","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","","9","3.692","44.4",".",".",".",".",".","11.1","44.4",".",".",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","25","3.875","76.0",".","4.0",".",".",".","4.0","16.0",".",".",".",".",".",".",".","."
"","College Total","17315","3.752","75.4","8.3","5.1","1.8","2.2","0.8","0.7","2.0","0.0","1.7","0.0","0.5","0.8","0.1","0.5","0.0"
