"L&S","","","","","","","","","","","","","","","","","","","",""
"FRENCH (FRENCH AND ITALIAN) Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"FRENCH
Dept. Total
400","787","3.632","60.0","21.3","8.6","3.3","2.9","0.5","0.6","2.0","",".",".","",".","0.3","0.1","0.3",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","","",""
"Freshmen","145","3.541","54.5","23.4","11.7","4.1","3.4","0.7","1.4",".","",".",".","",".",".",".","0.7",".","."
"Sophomore","243","3.638","61.3","22.6","9.1","2.1","3.7","0.8","0.4",".","",".",".","",".",".",".",".",".","."
"Junior","154","3.516","55.8","18.2","12.3","7.8","4.5","0.6","0.6",".","",".",".","",".",".",".",".",".","."
"Senior","176","3.745","66.5","24.4","4.5","1.7","1.1",".","0.6","0.6","",".",".","",".",".",".","0.6",".","."
"Undergraduates","718","3.616","60.0","22.3","9.2","3.6","3.2","0.6","0.7","0.1","",".",".","",".",".",".","0.3",".","."
"Special","20","3.935","70.0","10.0",".",".",".",".",".","20.0","",".",".","",".",".",".",".",".","."
"Graduate","47","3.865","55.3","10.6","4.3",".",".",".",".","23.4","",".",".","",".","4.3","2.1",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","787","3.632","60.0","21.3","8.6","3.3","2.9","0.5","0.6","2.0","",".",".","",".","0.3","0.1","0.3",".","."
