"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","",""
"","100
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","21","3.667","76.2","9.5",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","100
003","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
004","18","3.750","83.3","5.6",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","100
005","19","3.684","78.9","10.5",".",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","006
100","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
100","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
011","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","20","3.800","70.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","020
100","16","3.938","93.8",".","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","021
100","19","3.789","73.7","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","17","3.676","82.4",".",".","5.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"","100
023","19","3.658","84.2","5.3",".",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","024
100","19","3.632","73.7","10.5","5.3",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","025
100","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","20","4.000","90.0",".",".",".",".",".",".",".","5.0",".",".",".",".","5.0",".","."
"","100
027","20","3.725","75.0","15.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","100
028","18","3.694","88.9",".",".","5.6",".",".","5.6",".",".",".",".",".",".",".",".","."
"Introduction to Art","Course Total","534","3.864","87.1","6.7","2.1","0.7","1.9","0.6","0.4",".","0.2",".",".",".","0.2","0.2",".","."
"","102
001","18","3.806","77.8","16.7",".",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","20","3.850","85.0","10.0",".",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
005","20","3.700","75.0","10.0",".","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.850","85.0",".","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Two-Dimensional Design","Course Total","117","3.821","79.5","12.0","4.3","1.7","2.6",".",".",".",".",".",".",".",".",".",".","."
"","104
001","18","3.750","72.2","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","104
002","16","3.933","81.3","12.5",".",".",".",".",".",".","6.3",".",".",".",".",".",".","."
"","104
004","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
005","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Three-Dimensional Design","Course Total","68","3.873","82.4","10.3","4.4",".","1.5",".",".",".","1.5",".",".",".",".",".",".","."
"Introduction to Digital Forms","107
001","153","3.845","86.3","7.2","2.0",".","2.0","2.0",".",".",".",".",".",".","0.7",".",".","."
