"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","12218","3.516","54.2","14.9","12.2","4.5","4.4","1.2","0.7","4.2","0.0","0.3","",".","2.3","0.6","0.1","0.3","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","1325","3.384","54.3","16.8","13.1","6.6","4.6","2.3","1.8",".",".",".","",".",".","0.3",".",".","0.3"
"Sophomore","","1996","3.519","58.5","16.4","12.7","4.8","5.2","1.1","0.5",".",".","0.5","",".",".","0.3",".","0.1","."
"Junior","","2721","3.471","54.4","16.2","14.8","5.9","5.6","1.7","0.7","0.0",".","0.3","",".",".","0.3",".","0.1","."
"Senior","","4008","3.519","56.6","16.1","14.2","4.5","5.1","1.0","0.8","0.1",".","0.1","",".","0.5","0.6","0.1","0.2","0.1"
"Undergraduates","","10050","3.490","56.1","16.3","13.9","5.2","5.2","1.4","0.8","0.0",".","0.2","",".","0.2","0.4","0.0","0.1","0.1"
"Special","","209","3.504","32.1","13.4","9.6","2.9","1.9",".","1.4","22.0",".",".","",".",".","4.8","3.3","8.6","."
"Graduate","","1938","3.790","47.3","8.3","3.9","0.8","0.3","0.2",".","23.6","0.2","1.1","",".","13.1","1.3",".","0.1","0.1"
"Prof Yr 2","","5","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","14","4.000","42.9",".",".",".",".",".",".","35.7",".",".","",".","21.4",".",".",".","."
"Prof Yr 4","","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","21","3.906","42.9","4.8",".",".",".",".",".","38.1",".",".","",".","14.3",".",".",".","."
"","College Total","12218","3.516","54.2","14.9","12.2","4.5","4.4","1.2","0.7","4.2","0.0","0.3","",".","2.3","0.6","0.1","0.3","0.1"
