"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"991","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","084","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","095","","6","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"991","097","","7","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"991","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","31","",".",".",".",".",".",".",".","41.9",".",".",".","16.1","41.9",".",".","."
