"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"RELIGIOUS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"856
RELIG ST","","","","","","","","","","","","","","","","","","","",""
"Religion in Sickness & Health","102","001","136","3.614","52.2","27.2","10.3","5.1","1.5",".","0.7","2.9",".",".",".",".",".",".",".","."
"Consuming Happiness","173","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","200","001","12","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","200","002","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Topics in Relig St (H)","","Course Total","31","3.726","64.5","16.1","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"West Intel&Rel Hist since 1500","209","001","12","3.208","8.3","33.3","50.0","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Health & Healing in South Asia","218","001","30","3.448","33.3","43.3","6.7","10.0",".","3.3",".","3.3",".",".",".",".",".",".",".","."
"Intro to Biblical Lit","227","001","22","2.850","18.2","22.7","9.1","4.5","31.8","4.5",".",".",".",".",".",".","4.5","4.5",".","."
"Women, Gender and Religion","305","001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Survey of Tibetan Buddhism","307","001","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Nordic Mythology","342","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Shamanism","352","001","20","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","400","001","9","3.667","11.1","22.2",".",".",".",".",".","66.7",".",".",".",".",".",".",".","."
"","400","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","400","003","7","3.250","28.6","28.6",".","14.3","14.3",".",".",".",".",".",".",".","14.3",".",".","."
"Topics in Relig St-Humanities","","Course Total","19","3.458","21.1","31.6",".","5.3","5.3",".",".","31.6",".",".",".",".","5.3",".",".","."
"Topics in Relig St-Soc Studies","401","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Meditation Buddhism & Hinduism","473","001","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Religion-Critical Perspective","600","001","15","3.567","46.7","33.3","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Honors Thesis","681","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
