"MED","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCIENCE TRAINING PRO Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","",""
"NTP
Dept. Total
682","229","3.685","31.0","5.7","3.5","0.9","0.4","0.4","0.4","51.5","",".","5.2","",".","0.4","",".",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NTP","","","","","","","","","","","","","","","","","","","","",""
"Junior","3","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","58","3.724","75.9","12.1","6.9","3.4",".","1.7",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","61","3.740","77.0","11.5","6.6","3.3",".","1.6",".",".","",".",".","",".",".","",".",".",".","."
"Special","1","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","163","3.646","14.7","3.7","2.5",".",".",".","0.6","69.9","",".","7.4","",".","0.6","",".",".","0.6","."
"Prof Yr 2","4","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","4","***","","","","","","","","","","",".","",".",".","",".",".",".","."
"Dept. Total","229","3.685","31.0","5.7","3.5","0.9","0.4","0.4","0.4","51.5","",".","5.2","",".","0.4","",".",".","0.4","."
