"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
054","17","3.559","70.6","5.9","5.9","11.8",".","5.9",".",".",".",".",".",".",".",".",".","."
"","100
055","17","3.735","76.5","5.9","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","058
100","19","3.789","73.7","15.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
059","19","3.947","94.7",".","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
060","19","3.842","78.9","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
061","18","3.941","83.3","11.1",".",".",".",".",".",".",".",".",".",".","5.6",".",".","."
"","100
062","19","3.789","68.4","26.3",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
063","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","066
100","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
067","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
071","19","3.737","63.2","26.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
072","19","3.658","84.2","5.3",".",".","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"","100
074","17","3.588","58.8",".","41.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
077","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","078
100","19","3.737","89.5",".","5.3",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","100
079","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
080","19","3.906","68.4","15.8",".",".",".",".",".",".",".",".",".",".","15.8",".",".","."
"","100
082","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
084","17","3.765","82.4",".","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","100
085","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
086","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
088","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
091","10","3.650","80.0",".",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","100
092","7","",".",".",".",".",".",".",".",".",".",".",".",".",".",".","100.0","."
"","100
093","12","3.833","91.7",".",".",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
094","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
095","11","2.864","27.3","27.3","9.1",".","27.3",".","9.1",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","1256","3.786","80.0","8.8","5.0","1.4","1.8","0.5","1.1",".",".",".",".",".","0.6","0.1","0.6","."
"Intro-Theatre & Dramatic Lit","120
001","68","3.685","67.6","11.8","7.4","4.4","2.9","1.5",".","4.4",".",".",".",".",".",".",".","."
"Comm B Topics in English Lit","140
001","167","3.958","94.6","3.0","1.8","0.6",".",".",".",".",".",".",".",".",".",".",".","."
"Science Fiction and Fantasy","141
001","29","3.732","69.0","17.2","6.9",".",".","3.4",".","3.4",".",".",".",".",".",".",".","."
"","144
001","168","3.922","93.5","3.6","0.6",".",".","1.8",".",".",".",".",".",".","0.6",".",".","."
"","144
002","21","3.950","85.7","9.5",".",".",".",".",".",".",".",".",".",".","4.8",".",".","."
"Women's Writing","Course Total","189","3.925","92.6","4.2","0.5",".",".","1.6",".",".",".",".",".",".","1.1",".",".","."
"Lit & Culture of Asian America","150
001","122","3.715","71.3","17.2","5.7","1.6","0.8",".","2.5",".",".",".",".",".","0.8",".",".","."
"","153
001","146","3.870","89.7","5.5","2.1",".","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"","153
002","18","3.667","61.1","22.2","5.6","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","153
003","26","3.577","50.0","30.8","7.7","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","153
004","21","3.619","57.1","28.6","9.5",".",".","4.8",".",".",".",".",".",".",".",".",".","."
"Literature and the Environment","Course Total","211","3.791","79.1","12.3","3.8","1.9","1.4","0.5","0.9",".",".",".",".",".",".",".",".","."
"Myth and Literature","155
001","14","3.885","78.6","7.1","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Literature and Medicine","156
002","29","3.966","93.1","6.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","Page 236 of 467",""
