"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","42","3.988","95.2","2.4",".",".",".",".",".",".",".",".",".",".","2.4",".",".","."
"","170
001","23","3.000","13.0","17.4","26.1","43.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
170","22","3.318","18.2","36.4","40.9",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"","170
003","19","3.237","15.8","26.3","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"Civil Engineering Graphics","Course Total","64","3.180","15.6","26.6","37.5","18.8","1.6",".",".",".",".",".",".",".",".",".",".","."
"Intro to Mech Eng","001
201","154","3.614","60.4","20.1","12.3","1.3","3.9","1.3","0.6",".",".",".",".",".",".",".",".","."
"Geometric Modeling","231
001","239","3.891","83.7","10.0","5.9",".",".",".",".",".",".",".",".",".","0.4",".",".","."
"Dynamics","240
001","138","3.088","14.5","20.3","41.3","15.9","6.5","0.7",".",".",".",".",".",".","0.7",".",".","."
"Eng. Problem Solving EES","273
001","9","3.444","66.7","22.2",".",".",".",".","11.1",".",".",".",".",".",".",".",".","."
"","291
050","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","291
109","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergrad Mech Engr Project","Course Total","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","299
015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","306
001","70","2.736","24.3","14.3","18.6","10.0","15.7","14.3","2.9",".",".",".",".",".",".",".",".","."
"","306
002","76","3.046","31.6","15.8","21.1","14.5","7.9","7.9","1.3",".",".",".",".",".",".",".",".","."
"Mechanics of Materials","Course Total","146","2.897","28.1","15.1","19.9","12.3","11.6","11.0","2.1",".",".",".",".",".",".",".",".","."
"","307
001","12","3.875","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
003","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
004","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
005","8","3.625","50.0","37.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","307
006","9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
007","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
008","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
010","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
011","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","012
307","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
014","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
015","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
016","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mechanics of Materials Lab","Course Total","146","3.908","84.9","12.3","2.1","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing: Polymers","310
001","131","3.534","42.0","26.0","29.0","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Manufac: Metals and Automation","311
001","136","3.816","73.5","16.9","8.8","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"Manufacturing Fundamentals","314
001","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer-Aided Engineering","331
001","139","3.496","39.6","35.3","14.4","5.8","3.6","0.7",".",".",".",".",".",".","0.7",".",".","."
"","340
001","80","3.219","26.3","28.8","25.0","12.5","3.8","2.5","1.3",".",".",".",".",".",".",".",".","."
"","340
002","58","3.112","29.3","27.6","13.8","12.1","12.1","1.7","3.4",".",".",".",".",".",".",".",".","."
"Dynamic Systems","Course Total","138","3.174","27.5","28.3","20.3","12.3","7.2","2.2","2.2",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","342
001","120","3.143","21.7","20.8","32.5","14.2","9.2","0.8",".",".",".",".",".",".","0.8",".",".","."
"Intro to Controls for ME","346
001","146","3.568","54.8","19.2","19.2","1.4","4.1","1.4",".",".",".",".",".",".",".",".",".","."
"Interdis Exper Dsgn Projects I","351
001","166","3.810","73.5","20.5","3.6","1.8",".",".","0.6",".",".",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","Page 147 of 467",""
