"Thesis","Course Total","7","",".",".",".",".",".",".",".","71.4","",".",".","",".","28.6",".",".",".","."
"","999
001","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
002","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Indep Reading & Research","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"AFRICAN
104","Dept. Total","580","3.752","74.1","12.1","5.7","2.6","1.2","0.2","1.0","1.4","",".",".","",".","0.3","1.2",".",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","111","3.763","71.2","16.2","4.5","2.7","1.8",".","0.9",".","",".",".","",".",".","1.8",".",".","0.9"
"Sophomore","","174","3.788","80.5","8.0","6.3","2.9","0.6",".","1.1",".","",".",".","",".",".","0.6",".",".","."
"Junior","","142","3.705","73.2","12.7","7.0","2.8","2.1",".","1.4",".","",".",".","",".",".","0.7",".",".","."
"Senior","","104","3.753","73.1","15.4","5.8","2.9","1.0","1.0",".",".","",".",".","",".",".","1.0",".",".","."
"Undergraduates","","531","3.754","75.1","12.4","6.0","2.8","1.3","0.2","0.9",".","",".",".","",".",".","0.9",".",".","0.2"
"Special","","9","2.946","11.1","44.4",".",".",".",".","11.1","11.1","",".",".","",".",".","22.2",".",".","."
"Graduate","","39","3.947","74.4",".","2.6",".",".",".",".","17.9","",".",".","",".","5.1",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","580","3.752","74.1","12.1","5.7","2.6","1.2","0.2","1.0","1.4","",".",".","",".","0.3","1.2",".",".","0.2"
