"BIOLOGY CORE CURRICULUM","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Becoming a Scientist","181
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evolution,Ecology,&Genetics","381
001","","100","3.660","69.0","6.0","21.0",".","3.0",".","1.0",".",".",".",".",".",".",".",".","."
"","382
001","","20","3.525","50.0","25.0","15.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","382
002","","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
003","","19","3.342","42.1","15.8","36.8",".",".",".","5.3",".",".",".",".",".",".",".",".","."
"","382
004","","20","3.825","75.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","382
005","","19","3.684","57.9","21.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Evol,Ecol,&Genetics Lab","Course Total","","97","3.639","59.8","18.6","18.6",".","2.1",".","1.0",".",".",".",".",".",".",".",".","."
"Peer Mentoring","401
001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Principles of Physiology","485
001","","79","3.278","24.1","11.4","60.8","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","486
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","486
002","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Principles of Physiology Lab","Course Total","","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"BIOCORE
206","Dept. Total","","347","3.587","56.8","9.8","25.1","0.9","1.4",".","0.6",".",".","5.5",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","68","3.669","63.2","13.2","22.1",".","1.5",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","206","3.563","55.8","9.2","25.7","1.0","1.9",".","1.0",".",".","5.3",".",".",".",".",".","."
"Senior","","","63","3.517","46.0","9.5","30.2","1.6",".",".",".",".",".","12.7",".",".",".",".",".","."
"Undergraduates","","","345","3.585","56.5","9.9","25.2","0.9","1.4",".","0.6",".",".","5.5",".",".",".",".",".","."
"Graduate","","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","","347","3.587","56.8","9.8","25.1","0.9","1.4",".","0.6",".",".","5.5",".",".",".",".",".","."
