"","990
086","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
117","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
122","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Accounting","Course Total","6","",".",".",".",".",".",".",".","83.3","",".",".","",".","16.7",".",".",".","."
"ACCT I S
232","Dept. Total","2459","3.251","31.1","21.7","27.2","9.8","8.4","0.6","0.5","0.2","",".",".","",".","0.0","0.2",".","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","28","2.607","17.9","17.9","21.4","10.7","17.9",".","14.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","480","3.061","26.0","17.3","22.5","16.3","16.3","0.8","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","765","3.191","27.2","19.9","30.5","10.7","9.9","1.0","0.3",".","",".",".","",".",".","0.4",".",".","0.1"
"Senior","","663","3.284","30.5","21.0","32.4","8.4","6.8","0.2","0.5",".","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","1936","3.182","27.9","19.6","29.0","11.3","10.5","0.7","0.7",".","",".",".","",".",".","0.3",".",".","0.1"
"Special","","15","2.857","6.7","6.7","60.0","6.7","6.7","6.7",".",".","",".",".","",".",".",".",".","6.7","."
"Graduate","","507","3.568","44.2","30.2","19.5","4.1","0.4","0.2",".","1.2","",".",".","",".","0.2",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","2459","3.251","31.1","21.7","27.2","9.8","8.4","0.6","0.5","0.2","",".",".","",".","0.0","0.2",".","0.0","0.0"
