"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"Lab:Conservatn-Aquatic Rsrc","Course Total","","48","3.917","97.9",".",".",".",".",".","2.1",".",".",".",".",".",".",".",".","."
"360
Extinction of Species","001","","120","3.640","56.7","22.5","13.3","1.7","4.2",".",".",".",".",".",".",".","1.7",".",".","."
"400","001","","81","2.956","17.3","25.9","14.8","19.8","14.8","4.9",".","1.2",".",".",".",".","1.2",".",".","."
"400","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"400","004","","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"Topics in Biology","Course Total","","93","3.061","25.8","22.6","12.9","17.2","14.0","4.3",".","2.2",".",".",".",".","1.1",".",".","."
"405
Intro to Museum Studies","001","","17","3.883","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"410
Evolutionary Biology","001","","51","3.570","51.0","15.7","27.5","2.0","2.0",".",".","2.0",".",".",".",".",".",".",".","."
"430
Compar Anatomy-Vertebrates","001","","46","3.130","37.0","8.7","30.4","8.7","6.5","8.7",".",".",".",".",".",".",".",".",".","."
"460
General Ecology","001","","33","3.212","9.1","45.5","30.3","9.1","6.1",".",".",".",".",".",".",".",".",".",".","."
"500
Undergrad Neurobiology Seminar","001","","194","3.969","94.8","4.1","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","213","3.073","28.2","17.8","25.4","9.9","13.1","5.2","0.5",".",".",".",".",".",".",".",".","."
"555
Lab-Developmental Biology","001","","16","3.438","50.0","6.3","31.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"570
Cell Biology","001","","97","2.839","28.9","1.0","32.0","6.2","21.6","7.2","2.1",".",".",".",".",".","1.0",".",".","."
"603
Endocrinology","001","","52","2.952","23.1","23.1","21.2","9.6","13.5","7.7","1.9",".",".",".",".",".",".",".",".","."
"651
Conservation Biology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"660
Climate Change Ecology","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","112","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","129","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","135","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"698","059","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"698","062","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 364 of 467",""
