"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","14932","3.496","49.7","18.3","13.5","5.2","3.2","1.2","0.6","5.2","0.0","1.1","",".","1.4","0.4","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","520","3.638","64.6","18.3","9.0","4.0","1.2","1.9","0.4",".",".",".","",".",".","0.2","0.4",".","."
"Sophomore","","1387","3.381","54.2","15.9","14.9","7.0","4.8","1.7","1.2",".",".",".","",".",".","0.3","0.1",".","."
"Junior","","2786","3.342","48.9","19.5","15.9","7.1","5.2","1.9","1.0",".",".","0.1","",".",".","0.3","0.1","0.0","."
"Senior","","6726","3.486","51.2","20.5","15.8","5.9","3.6","1.3","0.4","0.1",".","0.6","",".",".","0.5","0.0","0.0","."
"Undergraduates","","11419","3.447","51.6","19.6","15.4","6.3","4.0","1.5","0.7","0.0",".","0.4","",".",".","0.4","0.1","0.0","."
"Special","","239","3.485","44.4","24.7","13.0","8.4","2.9",".","0.8","3.3",".","0.4","",".",".","0.8","0.8","0.4","."
"Graduate","","3590","3.732","46.3","12.1","6.5","1.1","0.5","0.1","0.2","23.1","0.1","3.6","",".","5.9","0.3","0.0","0.1","0.0"
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","7","4.000","57.1",".",".",".",".",".",".","28.6",".",".","",".","14.3",".",".",".","."
"Professionals","","11","4.000","36.4",".",".",".",".",".",".","54.5",".",".","",".","9.1",".",".",".","."
"","College Total","15259","3.496","50.3","17.9","13.2","5.1","3.2","1.2","0.6","5.6","0.0","1.1","",".","1.4","0.4","0.1","0.1","0.0"
