"","999
084","2","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
089","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
161","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
173","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"DMA Recital","Course Total","31","3.981","80.6","3.2",".",".",".",".",".","",".","",".",".","",".","",".","12.9",".","3.2","."
"MUS PERF
664","Dept. Total","451","3.912","84.9","7.3","2.7","0.7","0.2","0.2","0.7","",".","",".",".","",".","",".","2.9",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.857","84.3","10.0","1.4",".","1.4","1.4",".","",".","",".",".","",".","",".","1.4",".",".","."
"Sophomore","","83","3.844","79.5","10.8","7.2","1.2",".",".","1.2","",".","",".",".","",".","",".",".",".",".","."
"Junior","","52","3.843","80.8","7.7","5.8","3.8",".",".",".","",".","",".",".","",".","",".","1.9",".",".","."
"Senior","","108","3.910","84.3","7.4","1.9",".",".",".","1.9","",".","",".",".","",".","",".","4.6",".",".","."
"Undergraduates","","313","3.869","82.4","8.9","3.8","1.0","0.3","0.3","1.0","",".","",".",".","",".","",".","2.2",".",".","."
"Special","","6","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","132","3.977","90.2","3.8",".",".",".",".",".","",".","",".",".","",".","",".","4.5",".","1.5","."
"","Dept. Total","451","3.912","84.9","7.3","2.7","0.7","0.2","0.2","0.7","",".","",".",".","",".","",".","2.9",".","0.4","."
