"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"601","004","","19","3.441","31.6","21.1","31.6","5.3",".",".",".","10.5",".",".",".",".",".",".",".","."
"Special Topics-Mech Engr","Course Total","","64","3.419","25.0","34.4","34.4","3.1",".",".",".","3.1",".",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","38","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"717
Advanced Polymer Processing","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"718
Modlng&Simlatn-Polymer Proc","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"740
Advanced Vibrations","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"747","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Comp Ctrl-Machines&Proc","Course Total","","4","***","","","","","","","","","","","","","","","",""
"751","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"751","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Matrix Meth-Dsgn&Anal-Mech","Course Total","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Topics in Thermodynamics","001","","19","3.368","10.5","52.6","36.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"769
Combustion Processes","001","","20","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"790","004","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"790","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","024","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","033","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","036","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","051","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 134 of 407",""
